"","Churn","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Churn_Prob","Log_Churn_Prob","Log_Churn_Prediction","QDA_Churn_Prob","QDA_Churn_Prediction","log_reg_cost","lda_cost","qda_cost"
"1924","Yes",0.710239651416122,"France","Male",0.260869565217391,0.2,0.590127609181879,"1","1","0",0.895671086588769,0.122630832222952,0.122630832222952,"No",0.0849331656743476,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1925","No",0.601307189542484,"France","Male",0.376811594202899,0.8,0.487360704898152,"1","1","1",0.45903948827113,0.163733086344678,0.163733086344678,"No",0.165794871188707,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1926","No",0.899782135076253,"France","Male",0.0869565217391304,0.3,0,"2","1","0",0.866001453138775,0.0386850283351265,0.0386850283351265,"No",0.0188337058607863,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1927","No",0.657952069716776,"France","Male",0.188405797101449,0.1,0,"2","0","1",0.911383537127796,0.0650831310856069,0.0650831310856069,"No",0.0392516567130693,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1928","No",0.736383442265795,"Germany","Male",0.260869565217391,0.8,0.609407747982458,"2","1","0",0.885678332280733,0.21227011489527,0.21227011489527,"Yes",0.304315140498473,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1929","Yes",0.202614379084967,"Germany","Male",0.521739130434783,0.3,0.535628270426451,"1","0","0",0.249739900160465,0.505147263788314,0.505147263788314,"Yes",0.678702736584925,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1930","No",0.525054466230937,"Spain","Female",0.318840579710145,0.3,0.437391213300986,"1","1","0",0.709493556634659,0.226811289940904,0.226811289940904,"Yes",0.1912275047192,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1931","No",0.315904139433551,"Germany","Male",0.072463768115942,0.6,0.368144372880639,"2","1","0",0.603308265939397,0.103837678724979,0.103837678724979,"No",0.122500344988212,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1932","Yes",0.396514161220044,"France","Female",0.115942028985507,0.4,0.514587496461213,"1","0","0",0.749087037812111,0.111736042181615,0.111736042181615,"No",0.0794836602915123,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1933","No",0.57516339869281,"Spain","Female",0.550724637681159,0.5,0,"2","1","1",0.208875547614797,0.360397938194738,0.360397938194738,"Yes",0.246348069923156,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1934","No",0.599128540305011,"Germany","Male",0.811594202898551,0.7,0.418905141924357,"1","1","1",0.23082649393017,0.735224765828503,0.735224765828503,"Yes",0.829343570069114,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1935","No",0.729847494553377,"Germany","Male",0.173913043478261,0.5,0.44390660765891,"2","1","0",0.0134638357963185,0.148894288985556,0.148894288985556,"No",0.194932406123969,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1936","No",0.287581699346405,"France","Male",0.304347826086957,0.3,0,"2","1","0",0.0335779566948644,0.108667104869746,0.108667104869746,"No",0.0988327094313617,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1937","No",0.734204793028322,"Germany","Female",0.217391304347826,0.9,0.599494958291632,"2","1","0",0.853844042106021,0.271795959209665,0.271795959209665,"Yes",0.394658636771992,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1938","No",0.675381263616558,"France","Male",0.173913043478261,0.3,0.624399811094616,"2","1","0",0.228676038561683,0.0881600497002629,0.0881600497002629,"No",0.0544748178877108,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1939","No",0.276688453159041,"France","Male",0.289855072463768,0.3,0.362528905660462,"1","0","1",0.811542552313746,0.12892386331719,0.12892386331719,"No",0.13686350789251,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1940","No",0.758169934640523,"France","Male",0.27536231884058,0.7,0.418339015653726,"1","0","1",0.404399820182827,0.105047119553823,0.105047119553823,"No",0.097565029747112,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1941","Yes",0.305010893246187,"Germany","Female",0.188405797101449,0.7,0.466535317187947,"1","1","0",0.59253913748763,0.258538279233672,0.258538279233672,"Yes",0.320876247749491,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1942","No",0.132897603485839,"Spain","Male",0.376811594202899,0.3,0.35439030245308,"1","1","0",0.34846407831948,0.186359038300571,0.186359038300571,"Yes",0.180499775503022,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1943","No",0.638344226579521,"France","Male",0.391304347826087,0.6,0.590165473160836,"1","1","0",0.917904809909346,0.188076731617099,0.188076731617099,"Yes",0.170623030534121,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1944","No",0.734204793028322,"Germany","Male",0.304347826086957,0.6,0.606552365544114,"1","0","0",0.80603707654081,0.253426180980643,0.253426180980643,"Yes",0.335532352169645,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1945","No",0.854030501089325,"Spain","Male",0.304347826086957,0.9,0,"2","1","0",0.718774592973629,0.0869904189194934,0.0869904189194934,"No",0.0572384533060964,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1946","Yes",0.747276688453159,"France","Male",0.0579710144927536,0.5,0.518362774304101,"1","0","0",0.609471854562111,0.0483997768248063,0.0483997768248063,"No",0.0292556358977219,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1947","No",0.559912854030501,"Germany","Male",0.231884057971014,0.3,0.378798140711235,"2","1","1",0.735291670354519,0.190051487249027,0.190051487249027,"Yes",0.248019396254941,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1948","No",0.647058823529412,"France","Male",0.492753623188406,0.1,0,"2","1","1",0.860192098345392,0.209144301981368,0.209144301981368,"Yes",0.209677084567465,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1949","No",0.62962962962963,"Spain","Male",0.246376811594203,0.9,0,"2","0","0",0.718881053140575,0.0726232170471792,0.0726232170471792,"No",0.0390904076732203,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1950","No",0.272331154684096,"France","Female",0.36231884057971,0.2,0.449480225218135,"2","1","1",0.696841548367869,0.275533036975396,0.275533036975396,"Yes",0.299373530668959,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1951","Yes",0.62962962962963,"France","Female",0.27536231884058,1,0.493452461116783,"1","1","0",0.408865346640604,0.171326979575698,0.171326979575698,"Yes",0.183072850436098,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1952","Yes",0.464052287581699,"France","Male",0.507246376811594,0.8,0.5757467105469,"1","1","0",0.955028105184045,0.276353902402527,0.276353902402527,"Yes",0.286991867464185,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1953","No",0.507625272331155,"Germany","Male",0.130434782608696,0.9,0.377313713308858,"2","0","1",0.0222968293472027,0.118426629737572,0.118426629737572,"No",0.164777269702204,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1954","No",0.505446623093682,"France","Male",0.0434782608695652,1,0,"2","0","1",0.679263469661353,0.0307950657897972,0.0307950657897972,"No",0.0150668217190631,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1955","No",0.507625272331155,"Spain","Male",0.478260869565217,0.5,0.695091819949685,"2","1","1",0.861887560262005,0.283161444475666,0.283161444475666,"Yes",0.180194100981663,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1956","Yes",0.379084967320261,"Germany","Female",0.579710144927536,0.3,0.433993897681724,"3","0","1",0.679384531222732,0.668434617878163,0.668434617878163,"Yes",0.791195798999197,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1957","Yes",0.379084967320261,"France","Male",0.536231884057971,0.4,0.473512373091401,"2","1","1",0.640626779857476,0.30966985813333,0.30966985813333,"Yes",0.350244993985278,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1958","Yes",0.694989106753813,"France","Male",0.521739130434783,0.6,0.682100130774212,"1","1","1",0.835141606023375,0.301172946965725,0.301172946965725,"Yes",0.263793113953362,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1959","No",0.553376906318083,"France","Male",0.347826086956522,0.6,0,"1","0","0",0.749048684149336,0.114516310590292,0.114516310590292,"No",0.0911090760576397,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1960","No",0.688453159041394,"France","Male",0.217391304347826,0.8,0.544757116325597,"1","1","0",0.271421120717028,0.0902626971889255,0.0902626971889255,"No",0.0793696295524569,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1961","No",0.57516339869281,"Spain","Female",0.260869565217391,0.1,0.540122724728594,"1","1","0",0.430052970058641,0.201205658575982,0.201205658575982,"Yes",0.169603802389324,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1962","No",0.684095860566449,"Spain","Female",0.0869565217391304,0.5,0.708653581220965,"2","0","0",0.399410543706924,0.105876367415391,0.105876367415391,"No",0.0763751995939248,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1963","Yes",0.00435729847494553,"Spain","Female",0.492753623188406,0.8,0.572114199833088,"3","1","0",0.709805436419178,0.41526212317268,0.41526212317268,"Yes",0.294343378312806,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1964","No",0.407407407407407,"Germany","Male",0.231884057971014,0.8,0.587837197166387,"2","1","0",0.333377787578714,0.202798986008889,0.202798986008889,"Yes",0.274644425139737,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1965","Yes",0.891067538126362,"France","Female",0.318840579710145,0.5,0.389657848730534,"1","1","0",0.493189949640191,0.194534301292964,0.194534301292964,"Yes",0.197234963120851,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1966","Yes",0.481481481481481,"France","Female",0.217391304347826,0.9,0,"1","0","0",0.713997786788638,0.107417402333018,0.107417402333018,"No",0.0716061709447318,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1967","No",0.631808278867102,"Germany","Female",0.434782608695652,0.8,0.555923642144904,"1","1","1",0.817928562177688,0.495633034963207,0.495633034963207,"Yes",0.632490949524062,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1968","No",0.366013071895425,"Spain","Male",0.101449275362319,0.5,0,"2","1","1",0.816126140046374,0.0461067928670214,0.0461067928670214,"No",0.0242488623652238,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1969","No",0.211328976034858,"Spain","Female",0.304347826086957,0.9,0.560201394916956,"1","0","0",0.0621502353474757,0.222829343281626,0.222829343281626,"Yes",0.149421776589586,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1970","No",0.710239651416122,"France","Female",0.260869565217391,0.5,0,"2","1","1",0.727769601996991,0.129914243234945,0.129914243234945,"No",0.0950824851612154,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1971","No",0.599128540305011,"France","Female",0.333333333333333,1,0.562627160693013,"1","1","0",0.254508805590934,0.219915472900994,0.219915472900994,"Yes",0.234962507332839,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1972","No",0.416122004357298,"Spain","Male",0.115942028985507,0.4,0.262450622880389,"2","1","0",0.15070254209277,0.0587610216048257,0.0587610216048257,"No",0.0427338204945178,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1973","No",0.745098039215686,"Spain","Female",0.173913043478261,0,0.332084154167933,"1","0","0",0.288815681897621,0.126975616913591,0.126975616913591,"No",0.119508958866853,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1974","No",0.657952069716776,"France","Male",0.333333333333333,0.4,0,"2","0","0",0.781924123753818,0.109718268886065,0.109718268886065,"No",0.0850623650183557,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1975","No",0.660130718954248,"France","Female",0.217391304347826,0.4,0.517069061785205,"2","1","0",0.890646456736618,0.15511304691653,0.15511304691653,"No",0.123977599077976,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1976","No",0.503267973856209,"France","Female",0.246376811594203,0.5,0,"2","1","0",0.255530503163052,0.128751487586017,0.128751487586017,"No",0.0903543957276231,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1977","No",0.450980392156863,"Spain","Female",0.289855072463768,0.6,0,"2","0","0",0.868941983959468,0.153886741882114,0.153886741882114,"No",0.0887786586556902,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1978","Yes",0.710239651416122,"Spain","Male",0.246376811594203,0.1,0,"3","0","0",0.87387625518237,0.0832057861943066,0.0832057861943066,"No",0.063597197341146,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1979","No",0.224400871459695,"Germany","Male",0.27536231884058,0.5,0.426891771077253,"2","1","0",0.860339712442538,0.234763444011464,0.234763444011464,"Yes",0.342142026416421,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1980","No",0.55119825708061,"France","Male",0.217391304347826,0.8,0,"2","1","1",0.776487104518482,0.0655146424952064,0.0655146424952064,"No",0.042853456502419,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1981","No",0.355119825708061,"France","Female",0.173913043478261,0.9,0,"2","1","1",0.201562849252104,0.0931934769718083,0.0931934769718083,"No",0.0570260247343955,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1982","No",0.185185185185185,"Spain","Female",0.739130434782609,0.1,0.419707180712296,"1","0","1",0.671307909905396,0.674743369731637,0.674743369731637,"Yes",0.633450474005533,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1983","No",0.601307189542484,"France","Male",0.144927536231884,0.6,0.66081850204599,"1","1","0",0.735466837082941,0.0771542959268608,0.0771542959268608,"No",0.0518215456214542,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1984","No",0.777777777777778,"Spain","Female",0.318840579710145,0.4,0,"2","1","0",0.661847656451191,0.165290400871945,0.165290400871945,"No",0.125834038886628,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1985","No",0.305010893246187,"Spain","Female",0.391304347826087,0.1,0.504171115850264,"2","1","1",0.823728266049408,0.317801143290071,0.317801143290071,"Yes",0.288494634876889,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1986","Yes",0.714596949891068,"Spain","Female",0.420289855072464,0.9,0.463907836046101,"1","1","0",0.315228804350815,0.28118603954398,0.28118603954398,"Yes",0.228815339609925,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1987","No",0.989106753812636,"Germany","Female",0.333333333333333,0.2,0.325764695936904,"2","0","0",0.998843939596231,0.356963906865449,0.356963906865449,"Yes",0.507746904192516,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1988","Yes",0.75599128540305,"France","Male",0.521739130434783,0.4,0,"1","0","1",0.278593905717996,0.215132586390441,0.215132586390441,"Yes",0.204199310899647,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1989","Yes",0.374727668845316,"Spain","Female",0.405797101449275,0.8,0.423166553400227,"1","1","0",0.815747503886621,0.284469058738058,0.284469058738058,"Yes",0.201301531119266,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1990","No",0.662309368191721,"Spain","Male",0.144927536231884,0,0.382708612887408,"1","1","1",0.289932238528779,0.0729999639341292,0.0729999639341292,"No",0.0622393241443435,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1991","No",0.980392156862745,"Spain","Male",0.333333333333333,0.1,0,"2","0","1",0.965503155551355,0.110236414430349,0.110236414430349,"No",0.0988447728108539,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1992","No",0.5119825708061,"Germany","Male",0.260869565217391,0.2,0.724083471500321,"2","1","1",0.287625268213114,0.259789294192781,0.259789294192781,"Yes",0.266567445068183,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1993","No",0.483660130718954,"France","Female",0.159420289855072,0.6,0.740178133679694,"2","1","1",0.386189931138424,0.143212242832512,0.143212242832512,"No",0.097399286345284,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1994","Yes",0.943355119825708,"Germany","Male",0.608695652173913,0.8,0.535078485452002,"3","0","0",0.765245980991185,0.526374120610467,0.526374120610467,"Yes",0.695890553414074,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1995","Yes",0.684095860566449,"France","Female",0.449275362318841,0.7,0,"1","1","0",0.316998373344654,0.247396933875559,0.247396933875559,"Yes",0.226754753419599,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1996","No",0.420479302832244,"France","Female",0.376811594202899,0.5,0.381317171445984,"2","1","1",0.532817384060178,0.258794501131882,0.258794501131882,"Yes",0.267114987854855,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1997","Yes",0.311546840958606,"France","Male",0.63768115942029,0.2,0,"2","0","0",0.21377811581006,0.347329474339073,0.347329474339073,"Yes",0.440415321740782,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"1998","No",0.612200435729848,"France","Female",0.231884057971014,0.1,0.566571670593427,"2","1","1",0.84378938188597,0.179240945120935,0.179240945120935,"Yes",0.131171825400961,"No",38.0790395197599,27.2136068034017,28.7543771885943
"1999","No",0.461873638344227,"France","Male",0.36231884057971,0.5,0.509465536385709,"1","1","1",0.0973681486581968,0.170827924947191,0.170827924947191,"Yes",0.165578112642921,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2000","No",0.52723311546841,"Germany","Male",0.36231884057971,0.3,0.574593015036504,"1","1","1",0.79325015538984,0.324537491343897,0.324537491343897,"Yes",0.408560175197235,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2001","No",0.982570806100218,"France","Male",0.579710144927536,0.1,0.253062667794721,"1","1","1",0.415842762983865,0.297771503071244,0.297771503071244,"Yes",0.31195336925899,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2002","No",0.588235294117647,"France","Female",0.130434782608696,0.3,0,"2","1","1",0.384427762851352,0.0832347167661524,0.0832347167661524,"No",0.046211100995484,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2003","No",0.457516339869281,"France","Male",0.811594202898551,0.2,0,"2","0","1",0.25773961413315,0.523193999152814,0.523193999152814,"Yes",0.608966804428926,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2004","No",0.525054466230937,"France","Male",0.333333333333333,0,0.423018206316357,"1","0","1",0.527844459145848,0.157306261255595,0.157306261255595,"No",0.145858692812174,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2005","No",0.638344226579521,"Germany","Male",0.159420289855072,0.8,0.507256751137484,"1","0","1",0.397455106962715,0.141627423033649,0.141627423033649,"No",0.198882577931914,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2006","Yes",0.85838779956427,"Germany","Female",0.202898550724638,0.3,0.496189628227142,"2","0","1",0.262886155627862,0.263625986805534,0.263625986805534,"Yes",0.333880370278847,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2007","No",0.644880174291939,"France","Male",0.304347826086957,0.7,0,"2","1","0",0.134196165733828,0.0927771450593579,0.0927771450593579,"No",0.0689200007026681,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2008","Yes",0.684095860566449,"Germany","Female",0.36231884057971,1,0.584092848215784,"1","0","1",0.0503096545720116,0.408475434640432,0.408475434640432,"Yes",0.571489512736063,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2009","No",0.540305010893246,"France","Male",0.36231884057971,0.6,0.39701745039191,"2","1","0",0.936515437224255,0.154482001401559,0.154482001401559,"No",0.153076148012736,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2010","Yes",0.736383442265795,"Germany","Male",0.405797101449275,0.5,0.469662523138379,"1","1","0",0.520074817145037,0.32913365460318,0.32913365460318,"Yes",0.455757773936694,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2011","No",0.359477124183007,"Spain","Female",0.434782608695652,0.8,0.671676575935672,"1","1","1",0.756565151972013,0.350430505427562,0.350430505427562,"Yes",0.227525763605471,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2012","No",0.389978213507625,"France","Male",0.202898550724638,0.9,0.467670120565685,"2","0","1",0.314026639544076,0.0852991045676974,0.0852991045676974,"No",0.0798934806453078,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2013","No",0.980392156862745,"France","Male",0.811594202898551,0.9,0.430977892258965,"1","0","1",0.304123043750678,0.528505746807985,0.528505746807985,"Yes",0.553722095945154,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2014","No",0.684095860566449,"Germany","Male",0.246376811594203,0.4,0.544030127929631,"2","1","0",0.58335791068047,0.210300356774474,0.210300356774474,"Yes",0.263622158539529,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2015","No",0.352941176470588,"France","Male",0.202898550724638,0.3,0.463632584847497,"1","1","0",0.386501460889515,0.096248220742223,0.096248220742223,"No",0.0821178804094082,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2016","No",0.845315904139434,"Germany","Female",0.318840579710145,0.2,0.300800336901728,"1","1","1",0.26443740377206,0.34691446493899,0.34691446493899,"Yes",0.470333505142982,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2017","No",0.664488017429194,"France","Male",0.144927536231884,0.4,0.68811532204171,"1","1","1",0.582354864889597,0.0804203225595259,0.0804203225595259,"No",0.0467444977481731,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2018","No",0.734204793028322,"Spain","Female",0.27536231884058,0.4,0,"1","0","0",0.0226411622309931,0.142036956665161,0.142036956665161,"No",0.103185747035696,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2019","No",0.65359477124183,"Germany","Male",0.130434782608696,0.3,0.639138703686425,"2","1","0",0.711848681549088,0.149964520982685,0.149964520982685,"No",0.15018604916693,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2020","No",0.686274509803922,"France","Male",0.173913043478261,0.3,0.392252368282277,"1","1","1",0.552597273039575,0.0757105075014177,0.0757105075014177,"No",0.0534246758116876,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2021","No",0.514161220043573,"Germany","Female",0.173913043478261,0.6,0.230409565891873,"1","1","0",0.941324446484639,0.211578985361478,0.211578985361478,"Yes",0.256267165200952,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2022","No",0.708061002178649,"Germany","Female",0,0.3,0.513131845682843,"1","0","0",0.986646974786092,0.134158215897775,0.134158215897775,"No",0.124649012286549,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2023","No",0.239651416122004,"Germany","Male",0.0869565217391304,0.4,0.52135279308025,"2","1","0",0.401186113273818,0.12756269242011,0.12756269242011,"No",0.148557290116852,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2024","No",0.457516339869281,"France","Male",0.333333333333333,0.1,0.494109620364189,"1","0","1",0.864099571509079,0.163530738132519,0.163530738132519,"No",0.15205227857536,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2025","Yes",0.335511982570806,"Spain","Female",0.304347826086957,0.6,0,"1","0","0",0.192014137350117,0.166395854876226,0.166395854876226,"No",0.0940037991748554,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2026","No",0.529411764705882,"France","Male",0.391304347826087,0.9,0,"2","0","0",0.0880646101702712,0.128748784734426,0.128748784734426,"No",0.106544156880874,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2027","No",0.130718954248366,"Spain","Female",0.072463768115942,0.9,0,"2","0","1",0.240073577026606,0.0668130740266116,0.0668130740266116,"No",0.0256474015502801,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2028","Yes",0.57516339869281,"France","Female",0.594202898550725,0.7,0,"1","1","0",0.444777026206003,0.389276060031598,0.389276060031598,"Yes",0.382389337150684,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2029","No",0.145969498910675,"France","Female",0.304347826086957,0.9,0,"2","1","0",0.581713103601394,0.161003935685905,0.161003935685905,"No",0.12736264780498,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2030","No",0.281045751633987,"France","Male",0.217391304347826,0.4,0.622952450534797,"2","1","1",0.830534466041507,0.112354621987043,0.112354621987043,"No",0.0949574076096399,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2031","No",0.507625272331155,"Spain","Female",0.144927536231884,0.2,0,"2","0","1",0.521758227910765,0.0937133552475382,0.0937133552475382,"No",0.0608844847794855,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2032","No",0.814814814814815,"France","Male",0.478260869565217,0.3,0.491722754844407,"1","1","1",0.577143817234546,0.24354614026862,0.24354614026862,"Yes",0.226820353695233,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2033","Yes",0.601307189542484,"Germany","Female",0.27536231884058,0.5,0.367365690189192,"3","1","0",0.890558848370019,0.315045742146004,0.315045742146004,"Yes",0.412651273974362,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2034","No",0.596949891067538,"Spain","Male",0.333333333333333,0.8,0,"2","1","0",0.660766803229708,0.105540680418792,0.105540680418792,"No",0.0584674922595995,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2035","No",0.69281045751634,"Germany","Male",0.231884057971014,0.4,0.591376323351047,"2","1","1",0.107559271910467,0.204967522355911,0.204967522355911,"Yes",0.246267105008792,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2036","No",0.418300653594771,"France","Female",0.376811594202899,0.8,0,"2","1","1",0.137113294319608,0.200607959236825,0.200607959236825,"Yes",0.166411298698269,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2037","No",0.851851851851852,"Spain","Male",0.231884057971014,0.6,0.587578964829904,"1","0","1",0.210680269965782,0.100483095596045,0.100483095596045,"No",0.084128367134683,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2038","Yes",0.603485838779956,"Spain","Female",0.0869565217391304,0.7,0.693358486706694,"1","0","0",0.532278482595088,0.102875186948254,0.102875186948254,"No",0.0741471496568739,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2039","Yes",0.501089324618736,"France","Male",0.420289855072464,0,0,"1","1","1",0.669162855052657,0.169561272296833,0.169561272296833,"No",0.174006143943393,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2040","No",0.40958605664488,"Germany","Female",0.666666666666667,0.6,0.578782524809176,"1","1","1",0.820439051929459,0.752581133424653,0.752581133424653,"Yes",0.828098720123016,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2041","No",0.339869281045752,"France","Female",0.289855072463768,0.5,0.667761041943364,"1","0","1",0.796054823235619,0.229527628616804,0.229527628616804,"Yes",0.197617213163539,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2042","No",0.978213507625272,"France","Female",0.304347826086957,0.1,0.378516113853238,"1","1","0",0.422420541161681,0.193048543878576,0.193048543878576,"Yes",0.175220026854405,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2043","No",0.601307189542484,"Germany","Female",0.130434782608696,0.3,0.422946623467719,"2","1","0",0.0183173993116343,0.209192168807512,0.209192168807512,"Yes",0.23519915256563,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2044","No",0.723311546840959,"France","Male",0.231884057971014,0.5,0,"2","0","1",0.0604080189658112,0.070739667730119,0.070739667730119,"No",0.0463754647682937,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2045","No",0.209150326797386,"France","Male",0.391304347826087,0.2,0,"2","1","0",0.387357742664424,0.156733115681007,0.156733115681007,"No",0.182090484754589,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
"2046","No",0.603485838779956,"France","Female",0.188405797101449,0.9,0,"2","0","0",0.206420463154231,0.0931686610274399,0.0931686610274399,"No",0.0614739681362079,"No",38.0790395197599,27.2136068034017,28.7543771885943
"2047","No",0.281045751633987,"Germany","Male",0.231884057971014,0.8,0.478357009413663,"2","1","1",0.00165915844963194,0.195706893659679,0.195706893659679,"Yes",0.279810982445832,"Yes",38.0790395197599,27.2136068034017,28.7543771885943
