"","Churn","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Log_Churn_Prob","Log_Churn_Prediction","LDA_Churn_Prob","LDA_Churn_Prediction","QDA_Churn_Prob","QDA_Churn_Prediction","Dato"
"2768","No",0.450980392156863,"Germany","Female",0.130434782608696,1,0.682683196193323,"1","1","1",0.4206628733044,0.221658670251175,"Yes",0.205383615693206,"Yes",0.278063463423906,"Yes",2019-07-10
"2769","No",0.605664488017429,"France","Male",0.115942028985507,0.4,0,"2","1","1",0.988008154778781,0.0460198693881489,"No",0.0382400683116308,"No",0.0238555822623082,"No",2020-01-18
"2770","Yes",0.411764705882353,"Germany","Female",0.289855072463768,0.1,0.511038047360185,"1","1","0",0.629771393168047,0.382344562916769,"Yes",0.386330422736269,"Yes",0.459031523109535,"Yes",2018-11-18
"2771","No",0.620915032679739,"France","Female",0.202898550724638,0.5,0,"2","1","1",0.377305182644943,0.105978115530509,"No",0.0944896570218324,"No",0.0688610112952401,"No",2019-10-02
"2772","No",0.703703703703704,"Germany","Male",0.144927536231884,0.7,0.309991957292301,"1","1","0",0.888712322026754,0.119253656200128,"No",0.112548739462204,"No",0.16434085233339,"Yes",2019-11-18
"2773","No",0.44880174291939,"Germany","Female",0.782608695652174,0.6,0.498123321704043,"2","1","1",0.0356678062754993,0.82536436079279,"Yes",0.872905817347983,"Yes",0.885624328397639,"Yes",2018-11-10
"2774","No",0.366013071895425,"France","Male",0.159420289855072,0.1,0,"2","0","0",0.778215219553467,0.0619925256021769,"No",0.0529743503842854,"No",0.0414489183557345,"No",2016-06-15
"2775","No",0.376906318082789,"France","Female",0.144927536231884,0.1,0,"1","1","1",0.812159911271526,0.0962590787816198,"No",0.0821325887706942,"No",0.0604004725199648,"No",2020-10-16
"2776","Yes",1,"Spain","Male",0.478260869565217,0.3,0.437626089540977,"2","1","1",0.0622368436185656,0.232564950012097,"Yes",0.236759118016463,"Yes",0.211426245847412,"Yes",2017-06-11
"2777","No",0.649237472766884,"France","Male",0.304347826086957,0.7,0,"2","0","0",0.0745346680607998,0.0926830984286783,"No",0.0881021157938129,"No",0.0688641324995043,"No",2020-06-12
"2778","Yes",0.799564270152505,"Germany","Female",0.623188405797101,0.8,0.499793402173767,"1","1","0",0.910949545681613,0.673618226071633,"Yes",0.728760482565751,"Yes",0.804698624993785,"Yes",2017-09-11
"2779","No",0.464052287581699,"Spain","Female",0.768115942028985,1,0,"2","1","1",0.64992516785353,0.574714163804464,"Yes",0.639645294090416,"Yes",0.290372914552656,"Yes",2020-12-11
"2780","No",0.745098039215686,"Germany","Male",0.289855072463768,0.9,0.443795207847138,"2","0","1",0.974400005200497,0.210154853999121,"Yes",0.2151860645856,"Yes",0.338636223651126,"Yes",2019-01-23
"2781","No",0.843137254901961,"Spain","Male",0.318840579710145,0.8,0.415672395114686,"2","1","1",0.58753375947403,0.12219138080736,"No",0.113703821560325,"No",0.107207885791673,"No",2019-02-05
"2782","Yes",0.742919389978213,"Germany","Female",0.623188405797101,0.9,0.378110411282924,"2","1","1",0.787655321083163,0.653093279131035,"Yes",0.712324269210191,"Yes",0.797568060771773,"Yes",2017-09-20
"2783","No",0.555555555555556,"France","Male",0.0869565217391304,0.8,0,"2","0","0",0.463050721343888,0.0380647961010871,"No",0.0311200697501482,"No",0.0195530822812224,"No",2018-11-13
"2784","No",0.44880174291939,"France","Female",0.217391304347826,0.6,0.540871355377795,"2","0","0",0.37423203915974,0.158935870082649,"No",0.139136233906431,"No",0.135382638349882,"No",2020-05-28
"2785","No",0.93681917211329,"Germany","Female",0.27536231884058,0.5,0.424289917870638,"2","0","1",0.637067939988269,0.305182429045915,"Yes",0.309225277901599,"Yes",0.450700077096981,"Yes",2016-01-17
"2786","Yes",0.542483660130719,"France","Male",0.36231884057971,0.7,0.527753638937626,"1","0","0",0.347896824146706,0.163877273233543,"No",0.156615299627132,"Yes",0.158804635885723,"No",2020-10-16
"2787","Yes",0.261437908496732,"Germany","Female",0.318840579710145,0.9,0.4958252173223,"1","1","0",0.994108237336666,0.37917168286862,"Yes",0.390752052194069,"Yes",0.494644348307211,"Yes",2018-12-10
"2788","Yes",0.901960784313726,"France","Male",0.405797101449275,0.6,0.470398399605194,"3","1","0",0.813235513991586,0.174962543413821,"Yes",0.172130655388687,"Yes",0.174095192824966,"Yes",2020-10-07
"2789","No",0.324618736383442,"Germany","Male",0.304347826086957,0.1,0.328942759189598,"1","1","0",0.57045917885158,0.256326591444399,"Yes",0.263581942223054,"Yes",0.377743469251788,"Yes",2015-05-17
"2790","Yes",0.684095860566449,"Spain","Male",0.376811594202899,0,0.735566061901866,"1","1","0",0.344276478403688,0.216778762379078,"Yes",0.204302846371233,"Yes",0.144797713189922,"No",2017-11-15
"2791","No",0.324618736383442,"Germany","Male",0.304347826086957,0.4,0.507290868575365,"1","1","1",0.0807015069939179,0.26835339256412,"Yes",0.273973608210476,"Yes",0.368009454170524,"Yes",2020-10-19
"2792","No",0.30718954248366,"Spain","Female",0.695652173913043,0.3,0,"1","1","1",0.57613222062707,0.542745235518892,"Yes",0.594662736974974,"Yes",0.427821116563043,"Yes",2015-10-31
"2793","No",0.313725490196078,"France","Female",0.391304347826087,0.2,0,"2","0","1",0.853131324041446,0.237559896210644,"Yes",0.237863444048211,"Yes",0.23945570160697,"Yes",2020-05-17
"2794","No",0.514161220043573,"Germany","Male",0.072463768115942,0.5,0.734341421251951,"1","1","0",0.515487429049474,0.126971575637127,"No",0.111131006964804,"No",0.11732905052565,"No",2018-10-05
"2795","Yes",0.555555555555556,"France","Male",0.492753623188406,0.8,0.237823372828386,"1","0","0",0.862503519086073,0.216396065892119,"Yes",0.226982981375165,"Yes",0.231385842154531,"Yes",2016-10-04
"2796","No",0.270152505446623,"France","Female",0.101449275362319,0.7,0.31703545451462,"1","0","1",0.19382471025983,0.0906339502649523,"No",0.0740069683530978,"No",0.0684577607829479,"No",2018-02-12
"2797","No",0.666666666666667,"France","Female",0.304347826086957,0.6,0.604042820732513,"1","1","1",0.2246950083733,0.214643516243083,"Yes",0.198413458988449,"Yes",0.191964918449338,"Yes",2015-05-19
"2798","No",0.568627450980392,"Germany","Male",0.130434782608696,0.2,0.663727173052613,"2","0","1",0.730050319805541,0.157786248075258,"No",0.143860804876688,"No",0.148839677371016,"No",2019-04-30
"2799","No",0.40958605664488,"Germany","Male",0.144927536231884,0.6,0.599164186542831,"1","1","0",0.727803705253852,0.154465972747565,"No",0.143240346253432,"No",0.184089422667251,"Yes",2020-05-06
"2800","No",0.803921568627451,"France","Male",0.36231884057971,0.8,0.485900829296867,"1","1","0",0.966596059923723,0.148408322614519,"No",0.142297369837459,"No",0.152264303857769,"No",2019-07-11
"2801","No",0.823529411764706,"France","Male",0.478260869565217,0.9,0.624850432301019,"2","1","0",0.201250269400728,0.237173826821242,"Yes",0.241546736554926,"Yes",0.242873497824865,"Yes",2018-09-20
"2802","No",0.233115468409586,"Spain","Male",0.159420289855072,0.8,0.509626278940585,"1","1","1",0.233353885296046,0.0796556096810185,"No",0.066023681769987,"No",0.0563034927014528,"No",2020-06-09
"2803","Yes",0.83442265795207,"France","Male",0.507246376811594,0.4,0.453209030008957,"1","1","1",0.769455232974749,0.257389061363366,"Yes",0.267200928850135,"Yes",0.25299626938668,"Yes",2020-10-08
"2804","No",0.684095860566449,"Germany","Female",0.36231884057971,0.7,0.318753124027369,"1","1","1",0.515532983399915,0.379067139544115,"Yes",0.400660020718706,"Yes",0.525979839923484,"Yes",2020-08-21
"2805","No",0.559912854030501,"France","Female",0.376811594202899,0.2,0,"2","1","1",0.293231253584717,0.215398327794366,"Yes",0.214002893630538,"Yes",0.192714571887566,"Yes",2019-05-09
"2806","Yes",0.647058823529412,"France","Female",0.478260869565217,0.5,0,"1","1","0",0.45810639916112,0.2820842370699,"Yes",0.295999239370278,"Yes",0.266631861795326,"Yes",2018-07-07
"2807","Yes",0.437908496732026,"Spain","Male",0.289855072463768,0,0,"1","1","0",0.329906006023575,0.107320868182075,"No",0.0996780756242494,"No",0.0914957991853307,"No",2019-12-22
"2808","No",0.684095860566449,"France","Male",0.217391304347826,0.3,0.575643919808238,"2","1","0",0.569222410740226,0.101332306252156,"No",0.0872340968309357,"No",0.0697271467871782,"No",2018-09-30
"2809","No",0.572984749455338,"France","Male",0.347826086956522,0.7,0.395631110623441,"1","1","1",0.338013880325571,0.142622502658949,"No",0.136099701877786,"No",0.14120338700005,"No",2015-01-11
"2810","No",0.507625272331155,"France","Female",0.202898550724638,0.2,0.316339076156379,"2","1","1",0.727371263955708,0.139644747170968,"No",0.122027243740917,"No",0.112181123884566,"No",2015-09-27
"2811","No",0.442265795206972,"France","Female",0.173913043478261,1,0,"2","1","1",0.620359894369912,0.0895915619727819,"No",0.0786880971631619,"No",0.0556709515065735,"No",2015-01-31
"2812","No",0.662309368191721,"Spain","Female",0.231884057971014,0.9,0,"2","1","1",0.337484929810797,0.111508932618805,"No",0.101205853108991,"No",0.0643517755659215,"No",2018-09-05
"2813","No",0.44880174291939,"France","Male",0.144927536231884,0.2,0,"3","1","1",0.393519531115221,0.0561240056590657,"No",0.0475141664902264,"No",0.0334107642281611,"No",2015-06-30
"2814","Yes",0.799564270152505,"France","Female",0.492753623188406,0.7,0.498592635759005,"1","1","0",0.855972995421063,0.353930592365957,"Yes",0.364010737728175,"Yes",0.382272139113241,"Yes",2019-08-30
"2815","No",0.753812636165577,"Germany","Female",0.318840579710145,0.2,0.647616727572538,"2","1","0",0.746920030862947,0.409595814614471,"Yes",0.416631134305949,"Yes",0.459652564750346,"Yes",2015-02-24
"2816","No",0.660130718954248,"Germany","Male",0.27536231884058,0.1,0.381305493397738,"2","1","0",0.50166775927101,0.224208725359546,"Yes",0.226603832840686,"Yes",0.292127554002808,"Yes",2018-07-07
"2817","No",0.636165577342048,"France","Male",0.101449275362319,0.4,0,"2","1","0",0.763506214843517,0.0429911355096368,"No",0.0353535140582363,"No",0.021474604701698,"No",2016-01-19
"2818","No",0.320261437908497,"Spain","Female",0.173913043478261,0.8,0,"2","1","1",0.205926515982276,0.0979386762300207,"No",0.0853575462149017,"No",0.045299436154289,"No",2018-12-06
"2819","No",0.605664488017429,"France","Male",0.27536231884058,0.4,0,"1","1","0",0.662707038522179,0.088353678163773,"No",0.0820958952614355,"No",0.0630196793369114,"No",2015-11-18
"2820","No",0.738562091503268,"France","Female",0.231884057971014,0.5,0.295727161573849,"2","1","0",0.484365956948889,0.138454557865966,"No",0.123796195140454,"No",0.121166795986456,"No",2017-08-30
"2821","No",0.503267973856209,"France","Female",0.188405797101449,0.1,0.357471593346924,"1","1","1",0.76154217727793,0.138161459568554,"No",0.119157704991592,"No",0.107623367145808,"No",2015-06-22
"2822","No",0.703703703703704,"Spain","Female",0.217391304347826,1,0.411008828325477,"2","1","1",0.248325865120119,0.132171245578656,"No",0.11610943718482,"No",0.115634529464992,"No",2019-03-22
"2823","No",0.387799564270152,"Spain","Female",0.231884057971014,0.3,0,"1","1","0",0.669993734401635,0.132520693281792,"No",0.119662470756898,"No",0.0865914311898289,"No",2019-08-03
"2824","No",0.603485838779956,"Germany","Female",0.594202898550725,0.5,0.478959684388191,"1","0","1",0.252240188938044,0.667409902603915,"Yes",0.718496092142976,"Yes",0.778626162750085,"Yes",2017-07-05
"2825","No",0.516339869281046,"France","Male",0.202898550724638,0.9,0.594409905631406,"2","1","1",0.081960477225575,0.0898179163842152,"No",0.076903475655151,"No",0.0796109673802628,"No",2019-03-07
"2826","No",0.455337690631808,"France","Male",0.318840579710145,0.1,0.562526362795349,"1","1","1",0.338993623891082,0.161512798387151,"No",0.149002391532999,"No",0.139836083467948,"No",2018-03-03
"2827","No",0.657952069716776,"France","Female",0.36231884057971,0.4,0.607184972990428,"1","1","0",0.0461554078414489,0.269536919961628,"Yes",0.257720348722549,"Yes",0.23675621516173,"Yes",2018-06-18
"2828","No",0.681917211328976,"France","Male",0.260869565217391,0.7,0.478389373151466,"2","0","1",0.5029987863841,0.104887681865093,"No",0.0939698249279211,"No",0.0940451611740811,"No",2018-07-06
"2829","No",0.296296296296296,"Spain","Male",0.217391304347826,0.9,0.526780733962542,"1","0","0",0.493659994529477,0.0980990931432377,"No",0.0847336776023892,"No",0.0681566920145181,"No",2015-08-15
"2830","No",0.352941176470588,"Germany","Male",0.36231884057971,0.6,0.339583374269609,"2","1","1",0.802889225921075,0.285698873904262,"Yes",0.303287521323065,"Yes",0.416065979048193,"Yes",2016-07-14
"2831","No",0.400871459694989,"Spain","Male",0.507246376811594,0.1,0.338397673732789,"2","0","1",0.130033518200988,0.280707061846739,"Yes",0.290467256805777,"Yes",0.266555488178727,"Yes",2018-04-01
"2832","No",0.5119825708061,"France","Female",0.202898550724638,0,0,"2","0","0",0.935894177893989,0.119262485707883,"No",0.105863933257669,"No",0.0822848096572432,"No",2017-09-10
"2833","No",0.416122004357298,"France","Male",0.0289855072463768,0.4,0,"1","1","1",0.278787024160807,0.0334562622639692,"No",0.0261173945654917,"No",0.0148846118288453,"No",2016-07-25
"2834","No",0.636165577342048,"Spain","Male",0.318840579710145,0.8,0,"1","1","0",0.379219415454176,0.0988019436777287,"No",0.0943522078567151,"No",0.0558275376675538,"No",2018-04-03
"2835","No",1,"France","Male",0.173913043478261,0.9,0.484400578736968,"1","0","0",0.201528695990467,0.0663576787849877,"No",0.0559828295972868,"No",0.0703809944517609,"No",2016-12-16
"2836","No",0.570806100217865,"Spain","Male",0.246376811594203,0.6,0.46498145920521,"2","1","1",0.119274540718639,0.105041224719277,"No",0.0926185556441867,"No",0.0803622787764216,"No",2020-10-12
"2837","No",0.627450980392157,"France","Male",0.608695652173913,0.8,0,"2","1","1",0.256871131193029,0.275911483703502,"Yes",0.309273794669004,"Yes",0.264566628098271,"Yes",2020-08-23
"2838","No",0.344226579520697,"Germany","Female",0.449275362318841,0.6,0.497529335516265,"1","0","1",0.467743569510888,0.530158327623608,"Yes",0.564185898438349,"Yes",0.653087226572009,"Yes",2019-02-07
"2839","No",1,"Spain","Female",0.260869565217391,0.2,0.618500364032265,"2","0","0",0.84710069811667,0.189423959359721,"Yes",0.168477903255954,"Yes",0.181775310589489,"Yes",2020-11-12
"2840","No",0.363834422657952,"Germany","Female",0.202898550724638,0.1,0.431501371732244,"1","1","1",0.0346219563968359,0.28828995654757,"Yes",0.2803642142837,"Yes",0.343155122862817,"Yes",2017-05-08
"2841","No",0.298474945533769,"Spain","Male",0.318840579710145,0.4,0,"2","1","0",0.126952723985141,0.115079035093719,"No",0.109425488595017,"No",0.0774098182672406,"No",2019-10-15
"2842","No",0.893246187363834,"France","Male",0.289855072463768,0.5,0,"2","1","0",0.331255084860604,0.0858586903829826,"No",0.080645445837692,"No",0.0638898877213023,"No",2020-07-26
"2843","Yes",0.265795206971678,"Spain","Male",0.434782608695652,0.2,0,"1","1","1",0.573542523310976,0.185117234132872,"Yes",0.18857460897167,"Yes",0.156003094182336,"No",2016-11-17
"2844","No",0.599128540305011,"Germany","Male",0.289855072463768,0.6,0.397822398727707,"2","1","1",0.791807567622708,0.221705858097926,"Yes",0.226803226637268,"Yes",0.31479986249511,"Yes",2018-12-13
"2845","No",0.468409586056645,"France","Male",0.246376811594203,0.2,0.526764711520921,"1","0","1",0.824098751430762,0.117780002788619,"No",0.103732215025899,"No",0.0947341942846831,"No",2020-03-16
"2846","Yes",0.453159041394335,"Germany","Male",0.391304347826087,1,0.412849097416405,"1","1","0",0.66064364146776,0.29987783847735,"Yes",0.322419504278676,"Yes",0.447814696559178,"Yes",2018-03-17
"2847","No",0.333333333333333,"Germany","Male",0.304347826086957,0.4,0.567586744084022,"2","1","0",0.733199370539887,0.276299616571094,"Yes",0.281118384923504,"Yes",0.364759517842029,"Yes",2015-02-22
"2848","Yes",0.300653594771242,"Spain","Male",0.289855072463768,0.7,0.397940454628411,"2","1","0",0.451265495854854,0.124450669641724,"No",0.113666988867559,"No",0.091479813599628,"No",2017-05-22
"2849","No",1,"France","Female",0.333333333333333,0.5,0,"2","1","1",0.174095876156173,0.159905139516776,"No",0.155318032146437,"Yes",0.14796139729556,"No",2018-02-10
"2850","No",0.230936819172113,"France","Male",0.333333333333333,0.9,0,"1","0","0",0.110325036040942,0.110151887091296,"No",0.106951121093822,"No",0.0926093584550928,"No",2020-10-17
"2851","No",0.812636165577342,"France","Female",0.304347826086957,0.5,0.323009314259826,"1","0","1",0.549020381446428,0.180803625451043,"Yes",0.169348741045033,"Yes",0.176377810542435,"Yes",2019-03-25
"2852","Yes",0.461873638344227,"France","Female",0.434782608695652,0.5,0,"1","1","0",0.502383077583909,0.254091221361768,"Yes",0.261101864886991,"Yes",0.234172635145102,"Yes",2018-12-03
"2853","No",0.474945533769063,"France","Male",0.318840579710145,0.6,0,"2","1","1",0.487070315215103,0.10413108151218,"No",0.0998270945849887,"No",0.0811626814638781,"No",2016-03-16
"2854","Yes",0.209150326797386,"France","Male",0.507246376811594,0.4,0.795898804968982,"1","1","1",0.120992954827186,0.341065352285565,"Yes",0.346578930744079,"Yes",0.325921336352859,"Yes",2017-07-03
"2855","No",0.777777777777778,"France","Male",0.217391304347826,0.1,0.568539322080929,"1","0","0",0.345638408468009,0.102524584451764,"No",0.0881162272875082,"No",0.0645069298617627,"No",2018-02-17
"2856","No",0.694989106753813,"Spain","Female",0.826086956521739,0.5,0,"2","1","1",0.0468310223626356,0.645811824960601,"Yes",0.712626190020207,"Yes",0.460603885021843,"Yes",2015-07-13
"2857","Yes",0.0893246187363834,"Germany","Female",0.391304347826087,0.3,0.439298441849438,"1","1","0",0.215196151232443,0.488667454577413,"Yes",0.51274146642035,"Yes",0.649063518971056,"Yes",2018-03-29
"2858","No",0.311546840958606,"Spain","Male",0.478260869565217,0.3,0,"2","0","1",0.104233604309212,0.210063325222708,"Yes",0.219328630364576,"Yes",0.161605488889736,"Yes",2019-10-25
"2859","No",0.470588235294118,"France","Male",0.101449275362319,0.3,0,"2","0","0",0.935275018764292,0.0456809586007889,"No",0.0375285726514158,"No",0.0239134534813587,"No",2017-09-28
"2860","No",0.348583877995643,"Spain","Male",0.202898550724638,0.4,0,"2","1","0",0.267070255209372,0.0717490510617148,"No",0.0630326662994809,"No",0.0440571931071748,"No",2015-08-20
"2861","No",0.616557734204793,"France","Male",0.391304347826087,0.7,0.566253892167932,"1","1","0",0.18502622000401,0.18320538669214,"Yes",0.177852030137978,"Yes",0.174576639758566,"Yes",2020-10-04
"2862","No",0.291938997821351,"France","Female",0.101449275362319,0.6,0,"2","1","0",0.447818066625363,0.0749454623647197,"No",0.0622908291214994,"No",0.0404029210727145,"No",2019-10-05
"2863","No",0.553376906318083,"Germany","Male",0.217391304347826,0.8,0.596116973230047,"1","0","0",0.749582885165533,0.187863893103195,"Yes",0.18270024115292,"Yes",0.254937232597181,"Yes",2020-06-24
"2864","No",0.793028322440087,"France","Female",0.36231884057971,0.9,0,"2","1","0",0.0902841721384392,0.173204790793294,"Yes",0.171922460356081,"Yes",0.156751734262806,"No",2016-09-10
"2865","No",0.690631808278867,"Germany","Male",0.27536231884058,0.8,0.611268623049303,"1","1","1",0.134516646339725,0.22533763046734,"Yes",0.226376212010774,"Yes",0.317569464241723,"Yes",2017-01-13
"2866","No",0.705882352941177,"France","Male",0.0434782608695652,0.6,0.304773782853429,"1","1","1",0.867583554229429,0.0390736194415154,"No",0.0302661638641588,"No",0.0240690856545041,"No",2016-08-26
"2867","No",0.73202614379085,"France","Female",0.115942028985507,0.9,0.484293363891291,"1","1","1",0.733939391211861,0.0923230992006764,"No",0.0754887243613909,"No",0.0851882406704288,"No",2020-07-05
"2868","No",0.366013071895425,"Spain","Female",0.130434782608696,0.1,0,"1","0","1",0.00519424605049782,0.0931990837507812,"No",0.078236389844502,"No",0.0625400220320491,"No",2018-02-24
"2869","Yes",0.335511982570806,"Spain","Male",0.260869565217391,0.8,0.291796242849039,"2","1","0",0.447921576510557,0.101352492587992,"No",0.091416750570561,"No",0.06928282921427,"No",2020-07-14
"2870","No",0.289760348583878,"France","Male",0.0579710144927536,0.9,0,"2","1","0",0.372004326413172,0.0352521613594113,"No",0.0282627110432544,"No",0.0177916036664001,"No",2015-10-21
"2871","No",0.688453159041394,"France","Female",0.536231884057971,0.1,0,"2","0","1",0.272015477478099,0.352749567601054,"Yes",0.376742968368268,"Yes",0.369280990284174,"Yes",2018-01-18
"2872","No",0.610021786492375,"Spain","Male",0.289855072463768,0,0.369372839785269,"2","1","0",0.0181816863510465,0.129746393384077,"No",0.117863674201973,"No",0.119850107658806,"No",2017-10-21
"2873","Yes",0.104575163398693,"Spain","Male",0.492753623188406,0.3,0.383407621795766,"4","1","0",0.994409666123115,0.281140693771715,"Yes",0.288572522036418,"Yes",0.27434291579435,"Yes",2018-08-16
"2874","No",0.601307189542484,"Germany","Female",0.260869565217391,0.1,0.455928620261717,"1","1","1",0.267030301393783,0.333192982759892,"Yes",0.33333500506795,"Yes",0.399349872711652,"Yes",2015-03-31
"2875","No",0.958605664488017,"Germany","Male",0.202898550724638,0.9,0.319901438867072,"1","1","0",0.974374052722035,0.136307389704129,"No",0.133725163737721,"No",0.253627883086664,"Yes",2018-12-19
"2876","No",0.335511982570806,"Spain","Female",0.217391304347826,0.7,0.690844318503979,"1","1","0",0.752278342581717,0.178304281429245,"Yes",0.15433189590994,"Yes",0.117430701540891,"No",2015-10-27
"2877","No",0.464052287581699,"Spain","Female",0.246376811594203,0.7,0.58703324525109,"1","1","1",0.289004949972722,0.181398897134745,"Yes",0.16089086706492,"Yes",0.131479360049533,"No",2020-09-06
"2878","No",0.579520697167756,"Spain","Male",0.710144927536232,0.5,0.47742679109275,"2","1","1",0.53766504701199,0.478681325446605,"Yes",0.525364960211601,"Yes",0.329484039223964,"Yes",2020-10-06
"2879","No",0.209150326797386,"Spain","Female",0.260869565217391,0.1,0.55854211564544,"1","1","0",0.970401423335928,0.218924859721856,"Yes",0.195833260687086,"Yes",0.193437696963895,"Yes",2019-11-11
"2880","Yes",0.782135076252723,"Germany","Female",0.492753623188406,0.6,0.428331518984461,"1","1","0",0.631168276570412,0.537459735741277,"Yes",0.580309144231256,"Yes",0.694106641193829,"Yes",2020-02-25
"2881","Yes",0.660130718954248,"Germany","Female",0.27536231884058,0.8,0.39146587365412,"2","1","0",0.911801477041057,0.301982670259636,"Yes",0.307287381391656,"Yes",0.429735421958834,"Yes",2017-04-12
"2882","No",0.697167755991285,"Germany","Female",0.246376811594203,0.2,0.5325180036245,"1","1","1",0.602931279937234,0.321030089750813,"Yes",0.318013333841758,"Yes",0.376300050456812,"Yes",2016-01-13
"2883","No",0.348583877995643,"France","Male",0.27536231884058,0.3,0,"2","1","1",0.25285824796268,0.0956148585569619,"No",0.0887585975219418,"No",0.078671682503811,"No",2019-12-10
"2884","No",0.366013071895425,"France","Female",0.289855072463768,0.8,0.379195433492539,"1","1","1",0.432860738200498,0.184918043317296,"Yes",0.171678924059639,"Yes",0.18335588532286,"Yes",2017-09-11
"2885","No",0.498910675381264,"France","Female",0.159420289855072,0.3,0,"2","0","1",0.76697674627927,0.0953992770371346,"No",0.0823709028429172,"No",0.057184587756127,"No",2017-09-19
"2886","No",0.586056644880174,"Spain","Male",0.347826086956522,0.5,0,"2","1","0",0.577545205567132,0.118382942902879,"No",0.114829718732696,"No",0.075256198493414,"No",2020-07-14
"2887","No",0.12636165577342,"France","Female",0.27536231884058,0.6,0,"2","1","0",0.41086373748693,0.153225460006483,"No",0.143688082561326,"No",0.127025559565631,"No",2015-03-31
"2888","No",0.679738562091503,"Germany","Female",0.115942028985507,0.1,0.387931171576476,"1","1","0",0.318559972477372,0.198469739077446,"Yes",0.183497281565524,"Yes",0.213559471311779,"Yes",2018-05-08
"2889","No",0.880174291938998,"Germany","Male",0.27536231884058,0.2,0.555068514072786,"2","1","1",0.993766704720301,0.232049747711117,"Yes",0.232481614044928,"Yes",0.283962428497523,"Yes",2015-01-16
"2890","No",0.442265795206972,"France","Female",0.188405797101449,0.9,0,"1","0","1",0.0285403756058704,0.0967224453154233,"No",0.0857311304851777,"No",0.0610583079655085,"No",2018-01-25
"2891","No",0.42483660130719,"Spain","Male",0.231884057971014,0.5,0.669969269196111,"1","0","0",0.100244723371082,0.11884178817778,"No",0.102467122798423,"No",0.080787256378781,"No",2016-06-05
"2892","No",0.483660130718954,"Germany","Female",0.173913043478261,0.5,0.524371787764506,"2","1","0",0.853218482365066,0.253472230301489,"Yes",0.242113725500278,"Yes",0.296532953751102,"Yes",2017-02-17
"2893","No",0.457516339869281,"France","Male",0.376811594202899,0.3,0,"2","1","0",0.152992260760903,0.13813053929698,"No",0.136955920870794,"No",0.12514752192526,"No",2017-11-13
"2894","No",0.579520697167756,"France","Male",0.463768115942029,0.9,0,"2","0","0",0.185817145537399,0.16689400003449,"No",0.175380908357133,"Yes",0.147042895458513,"No",2020-05-19
"2895","No",0.305010893246187,"France","Male",0.188405797101449,0.3,0,"1","1","1",0.212909082817409,0.0680971483521281,"No",0.0595269993640863,"No",0.0485320529214925,"No",2016-09-17
"2896","No",0.501089324618736,"Germany","Male",0.420289855072464,0.7,0.427915931922798,"1","1","1",0.333970394172643,0.340812050072656,"Yes",0.368431361603052,"Yes",0.481889470051954,"Yes",2015-03-09
"2897","No",0.851851851851852,"France","Female",0.217391304347826,0.2,0.376619168364335,"1","0","1",0.509322690316925,0.14175317994412,"No",0.124587659077317,"No",0.114277304692019,"No",2017-05-31
"2898","No",0.298474945533769,"Germany","Female",0.159420289855072,0.9,0.678419791876455,"2","1","0",0.246385629827649,0.255018527184571,"Yes",0.240555663849273,"Yes",0.301752571421434,"Yes",2017-03-05
"2899","Yes",0.664488017429194,"France","Male",0.492753623188406,0.6,0.557122854143688,"1","1","0",0.137182200900186,0.259514186732845,"Yes",0.266324704314707,"Yes",0.251468535847866,"Yes",2019-06-23
"2900","No",0.42483660130719,"France","Female",0.246376811594203,0.7,0,"2","1","0",0.353779335926581,0.126311909465035,"No",0.116266731900125,"No",0.0879537607694765,"No",2017-04-25
"2901","Yes",0.5119825708061,"Spain","Female",0.115942028985507,0.8,0.592313835470011,"3","0","1",0.52250209895045,0.108386630686274,"No",0.0875827521847076,"No",0.0794205997358877,"No",2017-10-17
"2902","No",0.233115468409586,"France","Male",0.797101449275362,0.2,0.678529278560869,"2","1","1",0.827060884314452,0.63724346162378,"Yes",0.689853809962116,"Yes",0.682796676307284,"Yes",2015-05-11
"2903","No",0.65359477124183,"France","Female",0.217391304347826,0.1,0.511390222221301,"1","1","1",0.567900284477167,0.16324376304686,"No",0.142489727237809,"No",0.120466344274969,"No",2015-02-12
"2904","No",0.38562091503268,"France","Female",0.420289855072464,0.7,0,"2","1","1",0.229856001248119,0.238155440436828,"Yes",0.243444848430209,"Yes",0.211115979083885,"Yes",2018-04-01
"2905","No",0.705882352941177,"France","Female",0.246376811594203,0.3,0,"1","1","1",0.760076487304537,0.127641366542589,"No",0.116994818904814,"No",0.0904609772918865,"No",2020-08-04
"2906","No",0.62962962962963,"Germany","Male",0.202898550724638,0.7,0.699303848825633,"1","0","1",0.386728632584412,0.189469623779556,"Yes",0.181408865235807,"Yes",0.229472894146988,"Yes",2017-09-15
"2907","No",0.895424836601307,"Spain","Male",0.333333333333333,0.6,0,"2","1","0",0.236574942907048,0.102325489752973,"No",0.0984389902263626,"No",0.0742599499209326,"No",2018-08-30
"2908","No",0.32244008714597,"France","Female",0.0579710144927536,0,0.402099234792899,"2","1","1",0.193823860178647,0.0908986157402851,"No",0.0711051296932481,"No",0.0586914327506746,"No",2020-01-10
